geo_code,area_name,year,pct_owned_total,pct_owned_outright,pct_social_rented_total,pct_private_rented_total,pct_rent_free,pct_deprived_0,pct_deprived_1,pct_deprived_2,pct_deprived_3,pct_deprived_4,pct_multi_deprived,pct_any_deprived,latitude,longitude
E07000193,East Staffordshire,2011,69.58,35.08,13.47,15.14,1.25,43.55,32.28,19.05,4.67,0.45,24.17,56.45,52.8,-1.65
E07000193,East Staffordshire,2021,66.83,36.45,12.93,19.48,0.06,49.36,33.94,13.41,3.11,0.18,16.7,50.64,52.8,-1.65
E07000194,Lichfield,2011,75.57,38.69,13.21,9.54,1.09,47.44,31.51,17.4,3.38,0.27,21.05,52.56,52.6833,-1.8167
E07000194,Lichfield,2021,73.26,41.42,13.0,12.75,0.02,52.01,32.8,12.63,2.43,0.13,15.19,47.99,52.6833,-1.8167
E07000195,Newcastle-under-Lyme,2011,69.11,35.18,18.72,10.48,1.26,41.24,31.78,21.52,5.15,0.31,26.98,58.76,53.01,-2.2267
E07000195,Newcastle-under-Lyme,2021,67.67,38.25,17.11,14.48,0.08,46.76,34.11,15.33,3.64,0.15,19.12,53.24,53.01,-2.2267
E07000196,South Staffordshire,2011,75.73,40.06,13.93,8.48,1.29,46.19,32.26,18.08,3.28,0.19,21.56,53.81,52.5333,-2.1333
E07000196,South Staffordshire,2021,74.5,44.04,14.03,10.57,0.03,50.29,33.64,13.39,2.61,0.08,16.07,49.71,52.5333,-2.1333
E07000197,Stafford,2011,71.59,36.37,13.68,12.94,1.29,48.02,32.18,16.44,3.13,0.23,19.81,51.98,52.805,-2.1194
E07000197,Stafford,2021,70.0,39.09,13.57,15.55,0.05,52.98,32.7,11.78,2.4,0.13,14.31,47.02,52.805,-2.1194
E07000198,Staffordshire Moorlands,2011,79.69,44.08,8.86,9.82,1.33,43.67,31.99,20.15,3.87,0.32,24.34,56.33,53.0667,-1.9833
E07000198,Staffordshire Moorlands,2021,78.25,48.17,8.62,12.69,0.06,49.33,34.16,13.75,2.71,0.05,16.51,50.67,53.0667,-1.9833
E07000199,Tamworth,2011,68.24,27.8,19.32,10.99,0.95,41.69,32.2,20.68,5.0,0.43,26.11,58.31,52.634,-1.6954
E07000199,Tamworth,2021,66.99,33.34,18.01,14.11,0.17,45.7,34.6,15.88,3.7,0.12,19.7,54.3,52.634,-1.6954
E07000200,Babergh,2011,71.91,39.61,13.09,12.56,1.96,47.5,33.15,16.46,2.72,0.17,19.35,52.5,52.0167,0.95
E07000200,Babergh,2021,71.04,43.43,13.27,14.82,0.15,51.18,34.77,11.64,2.32,0.09,14.05,48.82,52.0167,0.95
E07000202,Ipswich,2011,56.66,25.7,21.59,19.93,1.17,39.5,33.27,20.75,5.93,0.55,27.23,60.5,52.0567,1.1482
E07000202,Ipswich,2021,55.44,28.25,20.78,22.96,0.22,45.2,34.63,15.68,4.23,0.26,20.18,54.8,52.0567,1.1482
E07000203,Mid Suffolk,2011,75.08,39.39,11.27,11.2,1.59,48.75,32.28,16.25,2.59,0.14,18.97,51.25,52.1833,1.05
E07000203,Mid Suffolk,2021,73.87,43.19,11.3,13.71,0.11,52.17,34.1,11.6,2.04,0.09,13.73,47.83,52.1833,1.05
E07000207,Elmbridge,2011,73.05,34.24,9.86,15.13,1.22,57.63,28.73,11.24,2.17,0.24,13.64,42.37,51.3667,-0.3667
E07000207,Elmbridge,2021,71.31,33.84,10.09,17.5,0.05,61.87,28.11,8.35,1.58,0.1,10.02,38.13,51.3667,-0.3667
E07000208,Epsom and Ewell,2011,76.99,36.83,8.02,13.3,0.82,52.77,31.48,13.15,2.32,0.28,15.75,47.23,51.3337,-0.2688
E07000208,Epsom and Ewell,2021,73.97,36.28,8.76,16.12,0.02,57.59,30.57,9.76,1.9,0.18,11.84,42.41,51.3337,-0.2688
E07000209,Guildford,2011,68.83,33.73,12.8,15.79,1.28,54.93,29.99,12.36,2.48,0.24,15.08,45.07,51.2365,-0.5703
E07000209,Guildford,2021,66.33,34.55,12.67,19.6,0.09,57.72,30.67,9.53,1.93,0.16,11.61,42.28,51.2365,-0.5703
E07000210,Mole Valley,2011,73.58,39.11,12.21,11.92,1.37,53.6,30.88,12.41,2.74,0.37,15.53,46.4,51.2333,-0.3333
E07000210,Mole Valley,2021,73.21,40.76,11.65,14.1,0.01,56.71,30.99,9.93,2.14,0.23,12.3,43.29,51.2333,-0.3333
E07000211,Reigate and Banstead,2011,73.05,33.19,11.92,12.94,0.88,53.34,30.95,13.01,2.46,0.25,15.71,46.66,51.238,-0.188
E07000211,Reigate and Banstead,2021,71.13,33.74,11.54,15.68,0.03,57.06,30.83,9.89,2.06,0.16,12.11,42.94,51.238,-0.188
E07000212,Runnymede,2011,69.48,33.1,12.87,15.2,1.45,49.23,32.33,15.33,2.77,0.34,18.44,50.77,51.3833,-0.5333
E07000212,Runnymede,2021,66.42,32.81,12.91,19.09,0.11,53.4,32.45,11.79,2.22,0.14,14.15,46.6,51.3833,-0.5333
E07000213,Spelthorne,2011,72.56,33.92,12.43,12.66,0.98,45.21,34.3,16.91,3.26,0.32,20.49,54.79,51.4167,-0.5167
E07000213,Spelthorne,2021,68.1,33.44,12.67,17.91,0.05,50.91,33.56,12.58,2.74,0.21,15.53,49.09,51.4167,-0.5167
E07000214,Surrey Heath,2011,76.82,34.78,9.21,12.14,1.03,56.18,29.81,11.84,2.0,0.16,14.0,43.82,51.3333,-0.75
E07000214,Surrey Heath,2021,74.01,36.54,9.58,15.36,0.04,57.92,31.08,9.15,1.74,0.11,10.99,42.08,51.3333,-0.75
E07000215,Tandridge,2011,75.89,36.21,10.83,11.0,1.35,52.48,32.11,12.65,2.54,0.21,15.4,47.52,51.25,-0.05
E07000215,Tandridge,2021,74.47,37.41,11.06,13.28,0.04,55.97,31.64,10.11,2.13,0.14,12.39,44.03,51.25,-0.05
E07000216,Waverley,2011,73.65,37.69,12.31,11.32,1.72,56.61,29.24,11.83,2.14,0.18,14.15,43.39,51.1833,-0.6
E07000216,Waverley,2021,71.76,38.21,12.25,14.69,0.07,59.54,29.94,8.79,1.65,0.09,10.52,40.46,51.1833,-0.6
E07000217,Woking,2011,70.51,31.62,11.92,15.67,0.96,52.47,30.94,13.25,3.08,0.26,16.59,47.53,51.319,-0.556
E07000217,Woking,2021,66.44,31.98,11.56,21.09,0.09,56.21,31.01,10.35,2.24,0.18,12.78,43.79,51.319,-0.556
E07000218,North Warwickshire,2011,72.39,34.89,14.41,11.29,1.23,42.21,32.81,20.56,4.17,0.24,24.97,57.79,52.5667,-1.5833
E07000218,North Warwickshire,2021,70.39,38.28,13.6,14.9,0.16,47.25,34.93,14.47,3.22,0.13,17.82,52.75,52.5667,-1.5833
E07000219,Nuneaton and Bedworth,2011,71.36,33.29,14.48,12.68,0.96,39.93,32.6,21.67,5.39,0.41,27.47,60.07,52.5226,-1.4636
E07000219,Nuneaton and Bedworth,2021,68.05,35.04,14.42,16.61,0.11,45.05,34.6,15.95,4.13,0.27,20.35,54.95,52.5226,-1.4636
E07000220,Rugby,2011,69.46,32.89,14.31,14.1,1.17,48.11,32.48,16.02,3.15,0.24,19.41,51.89,52.3702,-1.26
E07000220,Rugby,2021,67.46,33.4,12.92,18.02,0.13,53.38,33.05,11.13,2.35,0.09,13.57,46.62,52.3702,-1.26
E07000221,Stratford-on-Avon,2011,71.84,39.12,12.93,12.7,1.45,50.99,31.55,14.82,2.46,0.18,17.46,49.01,52.1919,-1.7078
E07000221,Stratford-on-Avon,2021,70.84,40.62,13.3,14.06,0.02,56.51,31.78,9.79,1.86,0.05,11.7,43.49,52.1919,-1.7078
E07000222,Warwick,2011,66.65,32.65,13.41,17.92,1.16,52.5,30.18,14.18,2.86,0.27,17.32,47.5,52.2833,-1.5833
E07000222,Warwick,2021,65.4,34.19,14.06,19.02,0.08,57.42,30.21,9.95,2.25,0.18,12.37,42.58,52.2833,-1.5833
E07000223,Adur,2011,73.76,37.8,13.07,11.42,1.18,40.41,34.44,20.33,4.36,0.47,25.15,59.59,50.8326,-0.307
E07000223,Adur,2021,72.03,40.11,12.41,14.8,0.1,45.47,35.67,15.15,3.38,0.33,18.87,54.53,50.8326,-0.307
E07000224,Arun,2011,73.84,42.85,8.82,15.31,1.18,40.42,35.64,19.63,3.81,0.5,23.94,59.58,50.837,-0.572
E07000224,Arun,2021,71.25,44.29,9.32,18.2,0.08,45.93,36.48,14.47,2.85,0.27,17.59,54.07,50.837,-0.572
E07000225,Chichester,2011,67.17,40.54,14.86,14.89,2.17,48.57,33.51,14.91,2.76,0.25,17.92,51.43,50.8365,-0.7792
E07000225,Chichester,2021,65.36,41.97,15.07,18.12,0.05,53.47,33.28,10.93,2.19,0.13,13.25,46.53,50.8365,-0.7792
E07000226,Crawley,2011,59.04,22.19,23.86,14.54,1.18,42.06,34.6,18.47,4.49,0.39,23.35,57.94,51.1092,-0.1872
E07000226,Crawley,2021,55.74,24.04,22.93,19.81,0.29,46.0,34.75,15.23,3.75,0.26,19.25,54.0,51.1092,-0.1872
E07000227,Horsham,2011,74.52,37.3,11.56,11.8,1.47,52.9,31.45,12.92,2.55,0.18,15.66,47.1,51.0628,-0.3232
E07000227,Horsham,2021,72.25,39.25,11.47,14.52,0.04,56.71,31.75,9.68,1.72,0.14,11.54,43.29,51.0628,-0.3232
E07000228,Mid Sussex,2011,74.31,35.55,10.61,12.75,1.35,54.0,31.2,12.43,2.19,0.18,14.8,46.0,51.0,-0.1167
E07000228,Mid Sussex,2021,72.63,36.72,10.75,15.33,0.01,57.3,31.31,9.59,1.69,0.11,11.39,42.7,51.0,-0.1167
E07000229,Worthing,2011,69.34,34.8,9.98,19.35,0.87,42.84,33.65,18.52,4.49,0.5,23.51,57.16,50.8147,-0.3714
E07000229,Worthing,2021,67.5,36.44,9.78,22.04,0.03,47.75,34.77,13.88,3.23,0.37,17.48,52.25,50.8147,-0.3714
E07000234,Bromsgrove,2011,79.49,40.62,9.97,8.8,1.09,50.27,30.91,15.89,2.75,0.19,18.83,49.73,52.3333,-2.05
E07000234,Bromsgrove,2021,77.53,42.37,10.7,10.61,0.04,54.74,32.04,11.04,2.1,0.08,13.23,45.26,52.3333,-2.05
E07000235,Malvern Hills,2011,71.86,42.47,14.12,11.55,1.66,47.46,32.93,16.18,3.19,0.24,19.6,52.54,52.1167,-2.3333
E07000235,Malvern Hills,2021,71.01,45.15,14.33,13.34,0.03,52.67,33.36,11.77,2.09,0.09,13.96,47.33,52.1167,-2.3333
E07000236,Redditch,2011,65.65,26.51,21.17,11.69,1.1,42.13,32.59,19.75,5.05,0.48,25.28,57.87,52.309,-1.9448
E07000236,Redditch,2021,64.43,30.94,20.15,14.41,0.21,46.89,34.39,14.78,3.68,0.27,18.72,53.11,52.309,-1.9448
E07000237,Worcester,2011,64.4,28.97,15.31,18.18,1.06,46.26,31.5,17.66,4.18,0.4,22.24,53.74,52.1911,-2.2206
E07000237,Worcester,2021,61.4,32.02,16.25,21.23,0.06,50.09,33.08,13.11,3.47,0.24,16.83,49.91,52.1911,-2.2206
E07000238,Wychavon,2011,72.72,38.73,14.49,10.95,1.38,47.28,32.5,16.79,3.19,0.24,20.22,52.72,52.1,-2.0
E07000238,Wychavon,2021,70.06,40.43,15.61,13.06,0.03,51.65,33.74,12.07,2.4,0.14,14.61,48.35,52.1,-2.0
E07000239,Wyre Forest,2011,70.63,37.68,14.44,13.17,1.17,41.16,33.0,20.46,5.03,0.36,25.84,58.84,52.3833,-2.2333
E07000239,Wyre Forest,2021,68.75,40.77,14.15,15.97,0.11,45.89,34.77,15.29,3.82,0.23,19.34,54.11,52.3833,-2.2333
E08000001,Bolton,2011,63.74,30.4,20.47,13.69,1.58,39.06,32.03,21.55,6.68,0.68,28.91,60.94,53.578,-2.4286
E08000001,Bolton,2021,61.52,33.23,19.83,17.99,0.24,43.18,34.13,17.15,5.26,0.29,22.7,56.82,53.578,-2.4286
E08000002,Bury,2011,69.64,31.8,14.98,13.79,1.27,43.72,31.59,18.91,5.3,0.49,24.69,56.28,53.5933,-2.2975
E08000002,Bury,2021,66.91,34.39,14.93,17.66,0.15,47.47,33.56,14.72,4.04,0.21,18.97,52.53,53.5933,-2.2975
E08000003,Manchester,2011,37.76,15.19,31.56,28.38,1.58,34.41,33.55,22.32,8.83,0.89,32.04,65.59,53.4808,-2.2426
E08000003,Manchester,2021,37.22,16.5,29.47,32.32,0.21,43.56,32.84,17.2,6.05,0.35,23.6,56.44,53.4808,-2.2426
E08000004,Oldham,2011,64.95,30.31,21.09,12.2,1.37,36.6,32.59,22.96,7.26,0.6,30.81,63.4,53.5409,-2.1114
E08000004,Oldham,2021,60.37,31.55,21.22,17.71,0.26,40.94,34.65,18.17,5.93,0.31,24.41,59.06,53.5409,-2.1114
E08000005,Rochdale,2011,61.85,27.79,23.13,13.2,1.44,35.93,31.84,23.37,8.09,0.77,32.23,64.07,53.6097,-2.1561
E08000005,Rochdale,2021,60.27,30.38,20.85,18.29,0.21,42.65,34.05,17.31,5.63,0.35,23.3,57.35,53.6097,-2.1561
E08000006,Salford,2011,50.34,21.83,28.8,18.75,1.63,36.38,32.16,22.85,7.97,0.65,31.46,63.62,53.4875,-2.2901
E08000006,Salford,2021,46.97,21.97,25.39,26.8,0.28,46.44,32.29,15.84,5.18,0.26,21.27,53.56,53.4875,-2.2901
E08000007,Stockport,2011,73.22,35.06,13.63,11.36,0.99,46.27,31.19,17.48,4.59,0.46,22.54,53.73,53.4106,-2.1575
E08000007,Stockport,2021,71.08,36.71,13.3,14.36,0.08,51.26,32.15,12.98,3.39,0.21,16.58,48.74,53.4106,-2.1575
E08000008,Tameside,2011,63.78,28.11,21.52,13.24,1.13,37.51,31.99,22.76,7.12,0.62,30.5,62.49,53.4804,-2.081
E08000008,Tameside,2021,60.81,30.51,21.23,17.54,0.1,43.18,34.2,17.14,5.17,0.31,22.62,56.82,53.4804,-2.081
E08000009,Trafford,2011,69.26,32.09,16.39,12.7,1.05,47.93,30.49,16.82,4.42,0.35,21.59,52.07,53.4175,-2.331
E08000009,Trafford,2021,68.96,34.43,14.98,15.32,0.07,53.9,30.85,12.12,2.99,0.14,15.25,46.1,53.4175,-2.331
E08000010,Wigan,2011,67.87,31.12,18.92,11.64,1.33,39.67,30.82,22.46,6.56,0.49,29.51,60.33,53.5448,-2.6318
E08000010,Wigan,2021,66.37,34.39,17.0,15.91,0.26,46.55,32.81,16.01,4.46,0.18,20.64,53.45,53.5448,-2.6318
E08000011,Knowsley,2011,61.8,26.14,26.63,9.75,1.3,31.25,30.25,27.07,10.6,0.82,38.49,68.75,53.45,-2.85
E08000011,Knowsley,2021,59.46,28.61,25.26,14.32,0.15,40.79,32.35,19.2,7.35,0.31,26.86,59.21,53.45,-2.85
E08000012,Liverpool,2011,46.94,21.21,27.84,23.38,1.31,32.91,31.26,24.84,9.97,1.01,35.83,67.09,53.4084,-2.9916
E08000012,Liverpool,2021,46.77,24.29,26.39,26.06,0.12,41.57,32.66,18.51,6.93,0.32,25.77,58.43,53.4084,-2.9916
E08000013,St. Helens,2011,67.28,33.29,20.59,10.21,1.35,38.27,30.98,23.42,6.86,0.47,30.75,61.73,53.4541,-2.7371
E08000013,St. Helens,2021,64.25,34.59,19.74,15.14,0.1,44.18,33.41,17.1,5.14,0.17,22.4,55.82,53.4541,-2.7371
E08000014,Sefton,2011,70.5,35.9,14.47,13.4,1.07,38.86,32.63,21.95,6.04,0.53,28.52,61.14,53.5437,-2.9703
E08000014,Sefton,2021,66.62,37.72,14.41,18.25,0.04,45.23,34.0,16.1,4.44,0.22,20.76,54.77,53.5437,-2.9703
E08000015,Wirral,2011,67.46,33.29,15.17,15.84,1.01,40.23,31.74,21.12,6.37,0.54,28.03,59.77,53.37,-3.0736
E08000015,Wirral,2021,65.0,35.83,15.4,18.91,0.07,45.74,33.41,16.0,4.64,0.21,20.85,54.26,53.37,-3.0736
E08000016,Barnsley,2011,64.33,30.55,20.88,12.76,1.58,36.39,30.69,25.14,7.34,0.43,32.92,63.61,53.5526,-1.4797
E08000016,Barnsley,2021,62.33,32.97,19.71,17.19,0.29,42.79,33.95,17.66,5.38,0.22,23.26,57.21,53.5526,-1.4797
E08000017,Doncaster,2011,65.43,31.03,17.71,14.84,1.69,36.8,32.51,23.66,6.53,0.49,30.68,63.2,53.5228,-1.1286
E08000017,Doncaster,2021,62.84,33.62,17.0,19.43,0.3,43.75,34.71,16.73,4.62,0.19,21.55,56.25,53.5228,-1.1286
E08000018,Rotherham,2011,65.2,30.5,21.51,11.32,1.68,37.37,32.08,23.91,6.25,0.4,30.56,62.63,53.43,-1.357
E08000018,Rotherham,2021,63.63,33.63,20.67,14.95,0.34,43.58,33.94,17.43,4.85,0.2,22.48,56.42,53.43,-1.357
E08000019,Sheffield,2011,58.33,27.11,24.75,15.55,0.98,39.95,32.4,21.03,6.05,0.57,27.65,60.05,53.3811,-1.4701
E08000019,Sheffield,2021,58.28,31.0,22.56,18.72,0.1,45.37,34.0,15.79,4.56,0.28,20.63,54.63,53.3811,-1.4701
E08000021,Newcastle upon Tyne,2011,49.47,22.41,29.75,19.05,1.32,40.55,31.16,20.75,6.89,0.65,28.29,59.45,54.9783,-1.6178
E08000021,Newcastle upon Tyne,2021,49.25,25.01,27.26,22.78,0.23,46.23,32.71,15.81,5.01,0.24,21.06,53.77,54.9783,-1.6178
E08000022,North Tyneside,2011,64.77,28.05,21.55,12.38,0.89,43.38,31.09,19.96,5.2,0.37,25.53,56.62,55.0167,-1.4833
E08000022,North Tyneside,2021,63.67,32.25,20.54,15.2,0.07,49.44,32.49,14.27,3.68,0.12,18.08,50.56,55.0167,-1.4833
E08000023,South Tyneside,2011,57.07,25.31,31.57,10.06,0.86,36.52,32.31,23.74,6.97,0.45,31.16,63.48,54.9637,-1.4419
E08000023,South Tyneside,2021,56.61,30.02,29.59,13.22,0.09,43.33,34.12,17.53,4.87,0.15,22.55,56.67,54.9637,-1.4419
E08000024,Sunderland,2011,59.76,27.07,27.05,12.15,0.74,35.73,31.92,24.43,7.45,0.47,32.35,64.27,54.9061,-1.3812
E08000024,Sunderland,2021,58.11,31.36,26.64,14.81,0.04,41.47,34.73,18.14,5.44,0.22,23.8,58.53,54.9061,-1.3812
E08000025,Birmingham,2011,55.17,25.91,24.25,17.87,1.75,33.61,33.16,24.29,8.03,0.91,33.23,66.39,52.4862,-1.8904
E08000025,Birmingham,2021,52.67,27.15,23.5,22.6,0.37,40.41,34.66,18.62,5.91,0.39,24.93,59.59,52.4862,-1.8904
E08000026,Coventry,2011,60.56,29.27,17.04,20.61,1.2,38.4,32.98,21.29,6.57,0.77,28.62,61.6,52.4068,-1.5197
E08000026,Coventry,2021,57.45,30.03,16.97,24.75,0.16,45.0,34.04,15.96,4.64,0.37,20.96,55.0,52.4068,-1.5197
E08000027,Dudley,2011,68.77,34.95,19.8,9.24,1.64,38.24,32.3,22.94,5.96,0.55,29.45,61.76,52.508,-2.081
E08000027,Dudley,2021,66.43,37.3,18.98,13.82,0.32,44.15,34.55,16.85,4.26,0.19,21.3,55.85,52.508,-2.081
E08000028,Sandwell,2011,56.9,26.55,27.52,12.9,2.1,30.49,32.51,27.91,8.35,0.75,37.01,69.51,52.502,-1.963
E08000028,Sandwell,2021,53.75,27.58,26.57,18.61,0.59,37.92,35.36,20.15,6.27,0.3,26.72,62.08,52.502,-1.963
E08000029,Solihull,2011,73.86,37.45,14.91,9.88,0.74,45.57,31.57,18.43,4.09,0.34,22.86,54.43,52.413,-1.778
E08000029,Solihull,2021,72.24,39.17,14.01,12.85,0.12,50.71,32.31,13.53,3.26,0.18,16.97,49.29,52.413,-1.778
E08000030,Walsall,2011,62.39,31.08,24.08,11.66,1.32,33.12,33.15,25.74,7.35,0.63,33.72,66.88,52.586,-1.982
E08000030,Walsall,2021,59.33,32.34,23.68,16.34,0.15,40.21,35.01,18.9,5.6,0.28,24.78,59.79,52.586,-1.982
E08000031,Wolverhampton,2011,56.58,28.79,28.04,13.17,1.8,32.64,33.18,26.02,7.52,0.65,34.18,67.36,52.5833,-2.1333
E08000031,Wolverhampton,2021,54.98,29.81,25.19,19.03,0.38,40.34,35.24,18.75,5.37,0.3,24.42,59.66,52.5833,-2.1333
E08000032,Bradford,2011,65.0,29.35,14.81,18.1,1.5,37.46,33.04,21.49,7.15,0.85,29.49,62.54,53.796,-1.7594
E08000032,Bradford,2021,61.74,31.87,14.64,23.0,0.12,42.95,34.42,16.83,5.44,0.37,22.63,57.05,53.796,-1.7594
E08000033,Calderdale,2011,66.55,31.22,15.23,16.41,1.36,42.51,31.79,19.51,5.62,0.57,25.7,57.49,53.7244,-1.8658
E08000033,Calderdale,2021,64.59,34.56,14.56,20.38,0.07,47.78,33.07,14.81,4.12,0.22,19.15,52.22,53.7244,-1.8658
E08000034,Kirklees,2011,67.06,32.02,15.29,15.53,1.78,40.9,32.23,20.06,6.14,0.67,26.86,59.1,53.5933,-1.8021
E08000034,Kirklees,2021,65.51,35.03,14.77,19.07,0.27,46.63,33.48,15.2,4.43,0.26,19.89,53.37,53.5933,-1.8021
E08000035,Leeds,2011,58.16,26.01,21.95,17.92,1.51,41.74,32.19,19.51,5.88,0.68,26.07,58.26,53.7997,-1.5492
E08000035,Leeds,2021,56.98,27.95,20.42,21.79,0.23,48.31,32.9,14.37,4.14,0.28,18.79,51.69,53.7997,-1.5492
E08000036,Wakefield,2011,63.59,29.03,23.59,11.41,0.95,37.32,32.1,23.55,6.6,0.43,30.58,62.68,53.683,-1.4977
E08000036,Wakefield,2021,62.6,31.73,21.68,14.86,0.07,44.74,33.84,16.52,4.73,0.17,21.42,55.26,53.683,-1.4977
E09000001,City of London,2011,42.3,24.93,16.53,35.87,4.99,44.99,40.41,11.38,2.78,0.43,14.6,55.01,51.5155,-0.0922
E09000001,City of London,2021,36.51,22.67,14.86,48.29,0.1,59.77,31.48,7.06,1.53,0.16,8.75,40.23,51.5155,-0.0922
E09000002,Barking and Dagenham,2011,46.39,17.09,33.67,17.69,0.95,28.15,35.81,26.38,8.65,1.01,36.04,71.85,51.5362,0.1033
E09000002,Barking and Dagenham,2021,42.38,15.06,31.49,24.21,0.2,37.59,37.07,19.07,5.88,0.39,25.34,62.41,51.5362,0.1033
E09000003,Barnet,2011,57.65,28.04,14.22,25.64,1.61,43.24,33.41,17.75,4.91,0.7,23.35,56.76,51.6252,-0.1517
E09000003,Barnet,2021,52.65,26.24,13.45,32.71,0.09,49.57,32.99,13.35,3.64,0.45,17.43,50.43,51.6252,-0.1517
E09000004,Bexley,2011,72.52,32.53,14.45,11.4,0.82,41.53,34.49,19.26,4.37,0.35,23.98,58.47,51.4549,0.1505
E09000004,Bexley,2021,68.64,32.75,14.67,15.3,0.07,48.52,34.23,13.88,3.15,0.22,17.25,51.48,51.4549,0.1505
E09000005,Brent,2011,42.91,20.33,24.11,30.09,1.41,30.91,36.76,23.16,7.93,1.25,32.34,69.09,51.5588,-0.2817
E09000005,Brent,2021,38.44,20.18,23.5,36.02,0.14,39.94,36.51,17.72,5.34,0.5,23.55,60.06,51.5588,-0.2817
E09000006,Bromley,2011,70.9,33.35,14.08,13.29,0.93,48.49,31.96,15.39,3.77,0.4,19.56,51.51,51.4039,0.0198
E09000006,Bromley,2021,68.49,32.98,13.2,17.42,0.03,54.64,31.24,11.31,2.64,0.17,14.12,45.36,51.4039,0.0198
E09000007,Camden,2011,32.16,17.06,33.11,32.23,1.81,37.91,35.44,17.91,7.26,1.47,26.65,62.09,51.539,-0.1426
E09000007,Camden,2021,29.65,15.93,33.69,35.59,0.3,47.52,31.91,14.59,5.32,0.65,20.57,52.48,51.539,-0.1426
E09000008,Croydon,2011,58.78,24.05,17.85,21.01,1.08,40.96,34.73,18.43,5.14,0.73,24.3,59.04,51.3714,-0.0977
E09000008,Croydon,2021,54.7,24.19,17.9,25.79,0.19,47.99,33.85,14.15,3.65,0.36,18.16,52.01,51.3714,-0.0977
E09000009,Ealing,2011,51.11,22.9,18.11,27.55,1.48,37.38,34.46,20.57,6.62,0.98,28.17,62.62,51.513,-0.3089
E09000009,Ealing,2021,46.25,22.65,17.49,34.03,0.23,46.03,34.16,15.17,4.25,0.39,19.81,53.97,51.513,-0.3089
E09000010,Enfield,2011,57.93,26.23,17.57,22.17,1.42,36.12,34.26,21.82,6.81,0.99,29.63,63.88,51.6538,-0.0799
E09000010,Enfield,2021,52.39,26.25,17.01,29.26,0.24,42.19,35.66,16.71,4.97,0.47,22.15,57.81,51.6538,-0.0799
E09000011,Greenwich,2011,43.27,16.41,34.3,19.8,1.07,37.21,34.12,20.59,7.16,0.91,28.67,62.79,51.4892,0.0648
E09000011,Greenwich,2021,41.15,16.2,30.97,25.5,0.21,48.24,32.11,14.56,4.72,0.38,19.65,51.76,51.4892,0.0648
E09000012,Hackney,2011,23.78,8.45,43.69,28.96,1.24,31.46,35.71,22.14,9.15,1.53,32.83,68.54,51.545,-0.0553
E09000012,Hackney,2021,24.57,9.67,40.48,32.19,0.24,44.95,32.51,16.0,5.97,0.57,22.54,55.05,51.545,-0.0553
E09000013,Hammersmith and Fulham,2011,34.0,15.85,31.19,31.71,1.55,41.48,33.92,17.06,6.5,1.04,24.6,58.52,51.4927,-0.2339
E09000013,Hammersmith and Fulham,2021,32.11,15.36,29.82,36.38,0.19,51.39,31.07,12.99,4.09,0.47,17.54,48.61,51.4927,-0.2339
E09000014,Haringey,2011,38.84,16.01,26.72,31.48,1.45,35.66,33.62,21.53,7.82,1.38,30.72,64.34,51.5906,-0.111
E09000014,Haringey,2021,37.22,17.26,25.19,35.57,0.37,43.32,33.86,16.77,5.48,0.58,22.83,56.68,51.5906,-0.111
E09000015,Harrow,2011,65.27,31.15,10.59,21.74,1.42,41.77,34.32,18.77,4.62,0.53,23.92,58.23,51.5836,-0.3464
E09000015,Harrow,2021,58.78,30.06,10.37,29.56,0.17,48.73,34.53,13.4,3.08,0.26,16.74,51.27,51.5836,-0.3464
E09000016,Havering,2011,73.76,35.62,14.2,10.63,0.8,39.68,34.68,20.83,4.4,0.41,25.64,60.32,51.5812,0.1837
E09000016,Havering,2021,69.49,34.48,13.63,15.82,0.09,47.3,34.53,14.67,3.29,0.21,18.18,52.7,51.5812,0.1837
E09000017,Hillingdon,2011,62.88,27.86,16.72,18.1,1.03,40.06,34.75,19.58,5.02,0.59,25.19,59.94,51.5441,-0.476
E09000017,Hillingdon,2021,56.61,26.54,16.12,25.89,0.12,45.9,34.98,15.06,3.76,0.3,19.12,54.1,51.5441,-0.476
E09000018,Hounslow,2011,50.12,21.12,22.85,23.4,1.27,37.32,35.58,20.23,6.08,0.79,27.11,62.68,51.4746,-0.368
E09000018,Hounslow,2021,45.69,21.14,21.0,30.87,0.28,44.1,35.23,16.01,4.25,0.41,20.67,55.9,51.4746,-0.368
E09000019,Islington,2011,28.39,11.32,42.05,26.95,1.31,36.65,34.08,19.61,8.3,1.36,29.27,63.35,51.544,-0.1027
E09000019,Islington,2021,26.67,11.56,40.2,31.17,0.32,48.35,30.47,15.11,5.61,0.47,21.18,51.65,51.544,-0.1027
E09000020,Kensington and Chelsea,2011,35.66,22.83,24.54,35.79,3.12,43.65,34.58,15.16,5.56,1.05,21.77,56.35,51.4991,-0.1938
E09000020,Kensington and Chelsea,2021,31.68,19.89,27.56,39.56,0.19,52.59,30.27,12.14,4.36,0.64,17.14,47.41,51.4991,-0.1938
E09000021,Kingston upon Thames,2011,64.05,27.86,11.79,22.49,0.99,50.56,31.72,13.97,3.36,0.39,17.72,49.44,51.4085,-0.2877
E09000021,Kingston upon Thames,2021,60.85,28.22,11.04,27.29,0.12,55.83,30.89,10.74,2.36,0.18,13.28,44.17,51.4085,-0.2877
