geo_code,area_name,year,pct_owned_total,pct_owned_outright,pct_social_rented_total,pct_private_rented_total,pct_rent_free,pct_deprived_0,pct_deprived_1,pct_deprived_2,pct_deprived_3,pct_deprived_4,pct_multi_deprived,pct_any_deprived,latitude,longitude
E06000010,"Kingston upon Hull, City of",2021,48.27,23.12,26.99,23.9,0.34,41.18,34.1,18.87,5.59,0.26,24.72,58.82,53.7457,-0.3367
E06000011,East Riding of Yorkshire,2011,75.3,39.25,9.11,13.74,1.55,46.18,32.67,17.61,3.26,0.28,21.15,53.82,53.8416,-0.434
E06000011,East Riding of Yorkshire,2021,73.12,43.19,9.39,16.92,0.15,51.1,34.02,12.44,2.33,0.11,14.88,48.9,53.8416,-0.434
E06000012,North East Lincolnshire,2011,66.09,30.84,14.48,18.11,1.01,38.12,33.28,22.24,5.93,0.43,28.6,61.88,53.5674,-0.082
E06000012,North East Lincolnshire,2021,63.85,34.91,13.16,22.4,0.07,43.97,34.59,16.64,4.61,0.19,21.45,56.03,53.5674,-0.082
E06000013,North Lincolnshire,2011,69.52,33.04,15.41,13.41,1.41,41.64,33.11,20.53,4.41,0.31,25.24,58.36,53.605,-0.559
E06000013,North Lincolnshire,2021,67.51,38.03,14.97,17.16,0.09,46.1,35.04,15.24,3.51,0.12,18.87,53.9,53.605,-0.559
E06000014,York,2011,66.1,33.93,13.98,17.93,1.24,49.56,32.17,14.99,3.02,0.25,18.27,50.44,53.959,-1.0815
E06000014,York,2021,65.1,36.81,13.95,19.99,0.11,53.86,32.66,11.14,2.24,0.1,13.48,46.14,53.959,-1.0815
E06000015,Derby,2011,61.37,29.57,19.8,16.81,1.17,40.69,32.3,20.53,5.92,0.56,27.01,59.31,52.9225,-1.4746
E06000015,Derby,2021,59.03,31.6,18.79,21.25,0.18,45.61,33.75,15.72,4.64,0.28,20.64,54.39,52.9225,-1.4746
E06000016,Leicester,2011,49.68,22.76,25.4,22.74,1.55,32.66,34.1,24.17,8.05,1.01,33.24,67.34,52.6369,-1.1398
E06000016,Leicester,2021,46.65,24.59,23.15,29.39,0.29,38.78,35.82,18.91,5.98,0.5,25.4,61.22,52.6369,-1.1398
E06000017,Rutland,2011,70.36,39.25,11.23,15.55,1.79,53.61,31.19,12.9,2.21,0.09,15.2,46.39,52.6583,-0.6393
