date,area_name,geo_code,total_households,owned_total,owned_outright,owned_mortgage,shared_ownership,Tenure of household: Shared ownership: Shared ownership,social_rented_total,social_council,social_other,private_rented_total,private_rented,private_other,rent_free,pct_date,pct_owned_total,pct_owned_outright,pct_owned_mortgage,pct_shared_ownership,pct_Tenure of household: Shared ownership: Shared ownership,pct_social_rented_total,pct_social_council,pct_social_other,pct_private_rented_total,pct_private_rented,pct_private_other,pct_rent_free
2021,South Gloucestershire,E06000025,118101,85492,43220,42272,1231,1231,12738,2122,10616,18588,16441,2147,52,1.71,72.39,36.6,35.79,1.04,1.04,10.79,1.8,8.99,15.74,13.92,1.82,0.04
2021,Plymouth,E06000026,114557,66038,33783,32255,1349,1349,21111,7386,13725,25921,22754,3167,138,1.76,57.65,29.49,28.16,1.18,1.18,18.43,6.45,11.98,22.63,19.86,2.76,0.12
2021,Torbay,E06000027,62992,40362,24663,15699,622,622,5225,561,4664,16767,15195,1572,16,3.21,64.07,39.15,24.92,0.99,0.99,8.29,0.89,7.4,26.62,24.12,2.5,0.03
2021,Swindon,E06000030,95861,61043,27968,33075,1203,1203,14944,9786,5158,18520,16798,1722,151,2.11,63.68,29.18,34.5,1.25,1.25,15.59,10.21,5.38,19.32,17.52,1.8,0.16
2021,Peterborough,E06000031,84533,46892,22268,24624,1167,1167,15760,5009,10751,20612,18675,1937,102,2.39,55.47,26.34,29.13,1.38,1.38,18.64,5.93,12.72,24.38,22.09,2.29,0.12
2021,Luton,E06000032,78940,42577,20296,22281,426,426,12923,8498,4425,22887,21280,1607,127,2.56,53.94,25.71,28.23,0.54,0.54,16.37,10.77,5.61,28.99,26.96,2.04,0.16
2021,Southend-on-Sea,E06000033,78344,48023,24722,23301,503,503,9019,4822,4197,20759,19085,1674,40,2.58,61.3,31.56,29.74,0.64,0.64,11.51,6.15,5.36,26.5,24.36,2.14,0.05
2021,Thurrock,E06000034,66377,42020,16912,25108,445,445,11733,9639,2094,12131,11015,1116,48,3.04,63.31,25.48,37.83,0.67,0.67,17.68,14.52,3.15,18.28,16.59,1.68,0.07
2021,Medway,E06000035,111457,72122,34388,37734,1646,1646,15130,4553,10577,22491,20219,2272,68,1.81,64.71,30.85,33.86,1.48,1.48,13.57,4.08,9.49,20.18,18.14,2.04,0.06
2021,Bracknell Forest,E06000036,50245,33541,14488,19053,877,877,7889,2507,5382,7902,6957,945,36,4.02,66.75,28.83,37.92,1.75,1.75,15.7,4.99,10.71,15.73,13.85,1.88,0.07
2021,West Berkshire,E06000037,66658,45037,23209,21828,878,878,9305,787,8518,11431,9668,1763,7,3.03,67.56,34.82,32.75,1.32,1.32,13.96,1.18,12.78,17.15,14.5,2.64,0.01
